MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,BedroomRatio,RoomsPerPerson
1.4767,16.0,5.504983388704319,1.2956810631229236,572.0,1.9003322259136213,38.93,-122.6,0.23536511768255886,2.8968531468531467
5.634,33.0,6.57679180887372,1.0409556313993171,896.0,3.0580204778157,34.27,-118.53,0.15827711468604044,2.150669642857143
4.25,40.0,4.691747572815534,1.1529126213592231,902.0,2.1893203883495147,33.71,-118.29,0.24573202276254522,2.1430155210643016
4.3487,29.0,5.930711610486892,1.0262172284644195,1554.0,2.9101123595505616,38.65,-121.84,0.17303441742974424,2.0379665379665384
6.8088,20.0,6.737878787878788,1.0015151515151517,2062.0,3.124242424242424,37.26,-121.9,0.14863953226894538,2.156644034917556
5.0814,25.0,5.29404309252218,1.0544993662864386,2123.0,2.6907477820025347,33.8,-118.34,0.19918601867368924,1.9674988224211025
2.2863,5.0,4.106457242582897,1.06108202443281,2505.0,4.371727748691099,36.6,-119.44,0.25839354016149607,0.9393213572854291
3.9864,12.0,5.2558575445173386,0.9831302717900656,2595.0,2.4320524835988757,37.71,-121.73,0.18705420827389443,2.1610789980732177
5.8904,24.0,6.651840490797546,1.0276073619631902,1936.0,2.9693251533742333,37.23,-121.86,0.15448466682038278,2.240185950413223
3.5588,50.0,5.177458033573141,1.0479616306954436,1111.0,2.6642685851318944,37.78,-122.48,0.20240852246410374,1.9432943294329432
2.7072,29.0,3.2546201232032854,1.1129363449691991,1019.0,2.0924024640657084,34.02,-118.48,0.34195583596214507,1.5554465161923454
3.7143,39.0,4.994186046511628,0.9534883720930232,673.0,3.9127906976744176,33.93,-118.08,0.19091967403958088,1.2763744427934625
3.7067,45.0,4.843283582089552,1.0970149253731345,1064.0,3.970149253731343,33.98,-118.34,0.226502311248074,1.2199248120300752
3.3906,36.0,5.0785340314136125,1.044502617801047,1076.0,2.816753926701571,32.58,-117.16,0.2056701030927835,1.8029739776951672
2.3333,44.0,4.689102564102564,1.0,940.0,3.0128205128205128,33.94,-118.25,0.2132604237867396,1.5563829787234043
5.0641,31.0,5.315589353612167,0.9923954372623576,823.0,3.129277566539924,33.87,-118.3,0.1866952789699571,1.6986634264884568
4.5083,34.0,5.233009708737864,0.9951456310679612,575.0,2.79126213592233,33.85,-118.0,0.1901669758812616,1.8747826086956523
2.8333,34.0,4.408602150537634,1.064516129032258,1832.0,3.9397849462365593,34.05,-117.97,0.24146341463414636,1.1189956331877728
2.2813,29.0,3.446397188049209,0.9929701230228472,1002.0,1.7609841827768014,32.75,-117.14,0.28811830698623153,1.9570858283433132
4.6364,35.0,4.67910447761194,0.9813432835820896,1092.0,4.074626865671642,34.05,-117.96,0.2097288676236045,1.148351648351648
4.3429,9.0,6.17828418230563,1.0697050938337802,2582.0,3.46112600536193,33.26,-117.26,0.17313950965502278,1.7850503485670024
4.7022,15.0,6.261180679785331,1.059928443649374,3555.0,3.1797853309481217,33.13,-117.03,0.16928571428571432,1.9690576652601968
4.4102,34.0,6.098630136986301,1.0438356164383562,1464.0,4.010958904109589,34.06,-117.96,0.1711590296495957,1.5204918032786885
2.4741,34.0,5.611111111111111,1.156862745098039,848.0,2.7712418300653594,38.53,-121.45,0.2061735585323238,2.0247641509433962
5.0787,45.0,5.790625,1.025,945.0,2.953125,33.84,-118.17,0.17701025364274148,1.960846560846561
3.1453,23.0,5.483582089552239,0.991044776119403,1064.0,3.1761194029850746,36.2,-119.31,0.18072945019052805,1.7265037593984962
4.9792,35.0,4.905844155844156,0.8896103896103896,853.0,2.76948051948052,33.86,-118.3,0.18133686300463267,1.771395076201641
2.1293,9.0,4.735238095238096,1.1923809523809523,1938.0,3.6914285714285713,33.21,-117.24,0.2518101367658889,1.2827657378740973
2.5625,52.0,4.947368421052632,1.063157894736842,578.0,2.0280701754385966,36.62,-121.92,0.21489361702127657,2.4394463667820068
4.2875,36.0,4.297520661157025,0.9400826446280992,1939.0,4.006198347107438,34.21,-118.37,0.21875,1.072717895822589
1.8519,52.0,2.654450261780105,1.1047120418848169,1055.0,2.761780104712042,37.78,-122.41,0.4161735700197239,0.9611374407582939
1.6554,44.0,4.260504201680672,0.9453781512605042,704.0,2.957983193277311,37.93,-121.68,0.22189349112426035,1.440340909090909
3.9792,42.0,5.263513513513513,0.9797297297297296,450.0,3.0405405405405403,34.19,-118.41,0.18613607188703465,1.731111111111111
5.4694,25.0,5.360441075120606,1.0289455547898,4674.0,3.221226740179187,37.66,-122.53,0.19195165852404217,1.664099272571673
3.6343,28.0,6.861003861003861,1.1853281853281854,721.0,2.783783783783784,34.96,-117.08,0.172763083849184,2.464632454923717
5.3168,18.0,6.638888888888889,1.0833333333333333,92.0,2.555555555555556,37.53,-120.88,0.1631799163179916,2.5978260869565215
1.4318,36.0,3.842391304347826,1.2445652173913044,1762.0,2.3940217391304346,34.9,-117.06,0.32390381895332393,1.6049943246311011
2.2083,18.0,5.183908045977011,1.1206896551724137,771.0,4.431034482758621,36.84,-120.69,0.21618625277161863,1.1699092088197145
3.5294,12.0,10.357033023735813,2.127540822838997,330.0,2.682926829268293,37.8,-119.07,0.20541991301593696,3.8603486724833482
1.2826,48.0,2.3865546218487395,0.8739495798319328,422.0,3.546218487394958,33.96,-118.21,0.36619718309859156,0.6729857819905214
2.5729,14.0,5.2704969595303,1.0104843782763682,5805.830000000002,5.394812032520327,33.35,-117.42,0.1917246866918639,0.9769565515460694
4.8365,35.0,5.720634920634921,0.923809523809524,841.0,2.6698412698412697,37.33,-121.99,0.1614872364039956,2.1426872770511296
5.8704,17.0,6.314565483476132,1.018359853121175,3174.0,3.884944920440637,37.6,-122.06,0.16127156425663888,1.6253938248267168
4.1319,43.0,3.694656488549618,1.010178117048346,897.0,2.282442748091603,37.78,-122.45,0.2734159779614325,1.6187290969899664
7.3267,27.0,7.208037825059102,1.0055161544523246,3371.0,2.656422379826635,37.85,-122.14,0.13949928938449763,2.7134381489172354
1.4205,28.0,10.357033023735813,2.127540822838997,98.0,2.0416666666666665,35.72,-118.59,0.20541991301593696,5.072832501421623
2.6531,29.0,5.127429805615551,1.2138228941684666,1617.0,3.49244060475162,34.96,-120.44,0.23673125526537486,1.4681508967223253
5.3903,29.0,6.451476793248945,1.029535864978903,1197.0,2.5253164556962027,33.75,-117.8,0.15958142576847614,2.554720133667502
2.75,34.0,5.556701030927835,1.0231958762886595,1269.0,3.270618556701031,34.69,-118.13,0.18413729128014839,1.6989755713159969
4.2015,52.0,4.163021868787276,1.1292246520874751,920.0,1.8290258449304173,37.8,-122.4,0.271251193887297,2.2760869565217394
4.1667,46.0,2.7142857142857144,0.5714285714285714,66.0,4.714285714285714,33.81,-117.99,0.21052631578947367,0.5757575757575758
2.7039,39.0,5.116945107398568,1.2840095465393797,749.0,1.7875894988066825,36.56,-121.92,0.2509328358208956,2.862483311081442
2.9191,52.0,4.742547425474255,1.008130081300813,764.0,2.0704607046070462,38.56,-121.46,0.21257142857142855,2.2905759162303663
2.7125,35.0,4.443037974683544,1.109704641350211,552.0,2.329113924050633,36.98,-122.02,0.24976258309591645,1.9076086956521738
2.6625,36.0,3.887147335423197,0.9717868338557992,577.0,1.8087774294670849,32.74,-117.25,0.25,2.1490467937608315
2.2244,24.0,4.491408934707904,1.0790378006872852,917.0,3.1512027491408934,38.43,-121.83,0.24024483550114764,1.425299890948746
2.5625,15.0,5.341463414634147,1.0452961672473868,674.0,2.3484320557491287,38.75,-120.86,0.19569471624266144,2.2744807121661723
3.2303,13.0,3.664351851851852,1.0972222222222223,1672.0,3.87037037037037,33.85,-117.89,0.2994314592545799,0.9467703349282298
2.6848,26.0,4.5942684766214175,1.0950226244343892,888.0,1.339366515837104,33.61,-117.71,0.23834537097833228,3.43018018018018
3.1912,20.0,3.8947368421052633,1.0820073439412483,1770.0,2.1664626682986534,33.73,-117.99,0.2778126964173475,1.7977401129943504
5.2954,52.0,5.804560260586319,1.003257328990228,735.0,2.3941368078175898,34.04,-118.43,0.1728395061728395,2.424489795918367
5.3441,36.0,5.633484162895928,0.9547511312217196,508.0,2.2986425339366514,33.79,-118.13,0.16947791164658635,2.4507874015748037
3.7303,31.0,4.840175953079179,1.0439882697947214,1532.0,2.24633431085044,33.84,-117.88,0.21569221448046047,2.154699738903394
2.9389,18.0,4.308965517241379,1.0979310344827586,1855.0,2.5586206896551724,34.21,-118.53,0.25480153649167736,1.6840970350404312
5.0309,29.0,6.239690721649485,1.0360824742268042,1120.0,2.88659793814433,34.2,-118.62,0.1660470879801735,2.161607142857143
3.0481,21.0,4.214501510574018,1.0251762336354482,3122.0,3.1440080563947634,32.78,-117.18,0.24324970131421747,1.3404868673926968
3.4375,52.0,3.125,1.05,99.0,2.475,34.11,-118.25,0.336,1.2626262626262625
1.7402,34.0,4.370689655172414,1.125,1797.0,3.872844827586207,32.7,-117.11,0.257396449704142,1.1285475792988313
2.6053,33.0,4.786632390745501,1.102827763496144,971.0,2.4961439588688945,37.8,-121.21,0.2303974221267455,1.917610710607621
2.1542,27.0,3.182142857142857,1.0,1785.0,3.1875,32.66,-117.1,0.31425364758698093,0.9983193277310923
3.0293,28.0,3.979976442873969,1.0812720848056536,1849.0,2.177856301531213,32.8,-117.23,0.2716780112459308,1.8274743104380744
1.5812,39.0,3.837920489296636,0.9877675840978594,902.0,2.758409785932722,33.96,-118.26,0.25737051792828686,1.3913525498891353
4.5278,43.0,5.106334841628959,0.9705882352941176,1418.0,3.20814479638009,34.23,-118.44,0.19007532122286222,1.5916784203102963
4.4306,14.0,5.355191256830601,0.9344262295081968,659.0,3.601092896174863,38.28,-121.33,0.17448979591836736,1.4871016691957513
5.3098,22.0,5.589147286821706,0.9069767441860463,367.0,2.8449612403100777,38.0,-121.88,0.16227461858529815,1.9645776566757494
2.8092,17.0,4.728395061728395,1.0576131687242798,583.0,2.39917695473251,38.66,-121.34,0.2236727589208007,1.9708404802744426
2.7011,8.0,4.291989664082688,1.0400516795865633,1694.0,2.1886304909560725,38.66,-121.35,0.2423239012642986,1.961038961038961
5.1624,12.0,7.22040072859745,0.9544626593806922,1707.0,3.109289617486339,33.89,-117.38,0.13218970736629668,2.3222026947861742
